	organism_name	taxid
10438	Streptococcus caballi DSM 19004	1123298
10439	Streptococcus didelphis DSM 15616	1123301
10440	Streptococcus entericus DSM 14446	1123302
10441	Streptococcus marimammalium DSM 18627	1123306
10442	Streptococcus massiliensis DSM 18628	1123307
10443	Streptococcus merionis DSM 19192	1123308
10444	Streptococcus orisratti DSM 15617	1123311
10445	Streptococcus ovis DSM 16829	1123312
10446	Streptococcus thoraltensis DSM 12221	1123318
10447	Streptomyces vitaminophilus DSM 41686	1123322
10448	Thiofilum flexile DSM 14609	1123400
10449	Ancylobacter sp. FA202	1111106
10450	filamentous cyanobacterium ESFC-1	1128427
10451	Bacillus massiliogorillae	1243664
10452	Pediococcus acidilactici D3	1306952
10453	Mycoplasma yeatsii 13926	1188240
10454	Salmonella enterica subsp. enterica serovar Typhimurium str. U288	1171376
10455	Azotobacter vinelandii CA	1283330
10456	Azotobacter vinelandii CA6	1283331
10457	Francisella tularensis subsp. tularensis 1378	1292389
10459	Francisella tularensis subsp. tularensis 79201237	1292390
10460	Francisella tularensis subsp. tularensis 80700069	1292391
10461	Microbacterium paraoxydans 77MFTsu3.2	1151126
10462	Gordonia kroppenstedtii DSM 45133	468556
10463	Kaistia granuli DSM 23481	1122132
10464	Thioalkalivibrio sp. AKL8	1158156
10465	Corynebacterium crenatum MT	1310164
10466	Microbulbifer variabilis ATCC 700307	1279017
10467	Thioalkalivibrio sp. ALJ9	1158758
10468	Microbacterium sp. 292MF	1151122
10469	Thioalkalivibrio sp. ALMg9	1266912
10470	Smaragdicoccus niigatensis DSM 44881 = NBRC 103563	1123258
10471	Leifsonia sp. 109	1150399
10472	Salinispora arenicola CNY234	1169165
10473	Paenibacillus ginsengihumi DSM 21568	1122919
10474	Proteiniphilum acetatigenes DSM 18083	1123008
10475	Selenomonas bovis DSM 23594	1123250
10476	Streptomyces sulphureus DSM 40104	1123321
10477	Thermus scotoductus DSM 8553	1123391
10478	Propionispira raffinosivorans DSM 20765	1123511
10479	Thiomicrorhabdus arctica DSM 13458	1123514
10480	Thioalkalivibrio sp. ALE12	1158170
10481	Caldimonas manganoxidans ATCC BAA-369	1265502
10482	Thioalkalivibrio sp. ALMg2	1265497
10483	Agrobacterium sp. 10MFCol1.1	1150775
10484	Thioalkalivibrio sp. ALMg13-2	1158167
10485	Thioalkalivibrio sp. ALE11	1265494
10486	Thioalkalivibrio sp. ALMg3	1158163
10487	Thioalkalivibrio sp. ALD1	1158150
10488	Curvibacter lanceolatus ATCC 14669	1265504
10489	Pseudomonas mandelii 36MFCvi1.1	1151127
10490	Thioalkalivibrio sp. ALE16	1158172
10491	Thioalkalivibrio sp. AL21	1158152
10492	Deinococcus apachensis DSM 19763	1121377
10493	Bacteroides salyersiae WAL 10018 = DSM 18765 = JCM 12988	1121101
10494	Thioalkalivibrio sp. ALE10	748651
10495	Thioalkalivibrio sp. ALE20	545275
10496	Thioalkalivibrio sp. ALRh	1266911
10497	Thioalkalivibrio sp. ALE22	1158176
10498	Thioalkalivibrio sp. ALE18	1158174
10499	Thioalkalivibrio sp. ALgr5	1158162
10500	Thioalkalivibrio sp. ALM2T	1158184
10502	Rhodonellum psychrophilum GCM71 = DSM 17998	1123057
10503	Oxalobacteraceae bacterium AB_14	1158293
10504	Acidobacteriaceae bacterium KBS 83	1267533
10505	Acidobacteriaceae bacterium KBS 89	1267534
10506	Acidobacteriaceae bacterium KBS 96	1267535
10507	Teredinibacter turnerae T8402	1073969
10508	Teredinibacter turnerae T8412	1056819
10509	Nocardiopsis sp. CNS-639	1169153
10510	Thioalkalivibrio sp. AKL7	1158155
10511	Fusobacterium russii ATCC 25533	1278306
10512	Psychromonas ossibalaenae ATCC BAA-1528	1278307
10513	[Zimmermannella] faecalis ATCC 13722	1278308
10514	Amphritea japonica ATCC BAA-1530	1278309
10515	Thioalkalivibrio sp. ARh5	1158183
10516	Thioalkalivibrio sp. ALJT	1158146
10517	Thioalkalivibrio sp. AKL10	1158158
10519	Actinomadura atramentaria DSM 43919	1120936
10520	Paenibacillus fonticola DSM 21315	1122918
10521	Nocardia sp. BMG111209	1160137
10522	Thioalkalivibrio sp. ALSr1	748658
10523	Oceanimonas smirnovii ATCC BAA-899	1279015
10524	Novispirillum itersonii subsp. itersonii ATCC 12639	1279038
10525	Pseudoalteromonas piscicida ATCC 15057	1279016
10526	Pseudomonas sp. 45MFCol3.1	1151124
10527	Variovorax paradoxus 110B	1157708
10528	Stenotrophomonas maltophilia ATCC 19867	1279018
10530	Rhodococcus sp. 29MFTsu3.1	1150676
10531	Eudoraea adriatica DSM 19308	1121875
10532	Psychrobacter lutiphocae DSM 21542	1123033
10533	Rheinheimera perlucida DSM 18276	1123054
10534	Bordetella sp. FB-8	1159870
10535	Dyadobacter beijingensis DSM 21582	1121482
10536	Hymenobacter aerophilus DSM 13606	1121953
10537	Kushneria aurantia DSM 21353	1122139
10538	Yoonia vestfoldensis DSM 16212	1122181
10539	Solimonas variicoloris DSM 15731	1123256
10540	Vitreoscilla stercoraria DSM 513	1123499
10541	Woodsholea maritima DSM 17123	1123503
10542	Massilia niastensis DSM 21313	1122215
10543	Pannonibacter phragmitetus DSM 14782	1122929
10544	Prevotella maculosa DSM 19339 = JCM 15638	1122986
10545	Mycobacterium sp. 141	1120797
10546	Empedobacter brevis NBRC 14943 = ATCC 43319	1218108
10548	Bacteroides sp. HPS0048	1078089
10549	Sphingomonas sp. Mn802worker	629773
10550	Yersinia pestis G1670E	1325475
10551	Yersinia pestis G1670A	1291550
10552	Borreliella burgdorferi CA8	747491
10553	Dickeya zeae MS1	1308956
10554	Aureimonas ureilytica DSM 18598 = NBRC 106430	1121028
10555	Streptomyces sp. DvalAA-83	1155717
10556	Streptococcus oralis subsp. dentisani 7746	1297534
10557	Streptococcus oralis subsp. dentisani 7747	1297857
10558	Bacillus sp. GeD10	1301086
10559	Rhodococcus sp. EsD8	1301088
10560	Sphingobium japonicum BiD32	1301087
10561	Corynebacterium glutamicum K051	1204414
10562	Staphylococcus aureus subsp. aureus ST228	1074919
10565	Sphingomonas sp. PR090111-T3T-6A	685778
10566	Bacillus sp. 123MFChir2	1169144
10567	Brachyspira hyodysenteriae ATCC 27164	1266923
10568	Paraburkholderia caledonica	134536
10569	[Clostridium] sporosphaeroides DSM 1294	1121334
10570	Cryocola sp. 340MFSha3.1	1169145
10571	Klebsiella aerogenes FGI35	685445
10572	Hyphomicrobium zavarzinii ATCC 27496	1267005
10573	Lactobacillus parabrevis ATCC 53295	1267003
10574	Methylobacterium sp. 285MFTsu5.1	1172187
10575	Microbacterium sp. 11MF	1169146
10576	Mycobacterium sp. 360MFTsu5.1	1172186
10577	Mycoplasma hyorhinis ATCC 17981	634996
10578	Nocardia sp. 348MFTsu5.1	1172185
10579	Rhodococcus sp. 114MFTsu3.1	1172184
10580	Salinispora pacifica DSM 45547 = CNT-138	1050199
10582	Streptomyces canus 299MFChir4.1	1172183
10583	Streptomyces sp. 303MFCol5.2	1172181
10584	Streptomyces sp. 351MFTsu5.1	1172180
10585	Terracoccus sp. 273MFTsu3.1	1172188
10586	Thioalkalivibrio sp. ALJ15	748652
10587	Saccharomonospora halophila 8	928729
10588	Saccharomonospora saliphila YIM 90502	882085
10589	Methylobacter marinus A45	674036
10590	Caldibacillus debilis DSM 16016	1121917
10591	Duganella zoogloeoides ATCC 25935	1261617
10592	Amycolatopsis benzoatilytica AK 16/65	1089544
10593	Streptomyces sp. Amel2xE9	1157634
10594	Rudanella lutea DSM 19387	1089547
10597	Desulfitobacterium sp. PCE1	146907
10598	Actinopolyspora mortivallis DSM 44261	1050202
10599	Mesorhizobium loti NZP2037	935546
10600	Methylovulum miyakonense HT12	1078846
10601	Salinispora pacifica DSM 45546 = CNT-133	1050198
10602	Sporichthya polymorpha DSM 43042	1048339
10603	Succinispira mobilis DSM 6222	1069080
10604	Methylophilus sp. 42	1115834
10605	Streptomyces purpureus KA281	1054860
10606	Allobaculum stercoricanis DSM 13633	1050201
10607	Amycolatopsis alba DSM 44262	1125972
10608	Hydrogenovibrio halophilus DSM 15072	1123516
10609	Methylotenera mobilis 13	1132855
10610	Salinispora arenicola DSM 45545	999546
10611	Amycolatopsis balhimycina FH 1894	1089545
10612	Amycolatopsis nigrescens CSC17Ta-90	1068980
10613	Hyphomicrobium sp. 99	1163419
10614	Methylotenera sp. 1P/1	1131551
10615	Methylotenera versatilis 79	1115835
10616	Geopsychrobacter electrodiphilus DSM 16401	1121918
10617	Cycloclasticus pugetii PS-1	655438
10618	Methylotenera sp. 73s	1165096
10619	Candidatus Pelagibacter ubique HTCC1040	1118158
10620	Methylopila sp. M107	1101190
10621	Agrobacterium sp. 224MFTsu3.1	1167635
10622	Brachyspira innocens ATCC 29796	1267004
10623	Halodesulfovibrio aestuarii DSM 17919 = ATCC 29578	1121444
10624	Bartonella bovis 91-4	1094491
10625	Mycoplasma hominis ATCC 27545	1267000
10626	Mycoplasma synoviae ATCC 25204	1267001
10627	Promicromonospora sukumoe 327MFSha3.1	1172178
10628	Rhizobium leguminosarum bv. viciae 248	936136
10629	Salinicoccus albus DSM 19776	1123230
10630	Thioalkalivibrio thiocyanoxidans ARh2	1279019
10631	Methyloferula stellata AR4	876269
10632	Gordonia polyisoprenivorans HW436	1034768
10634	Bartonella bovis m02	1094492
10635	Bartonella vinsonii subsp. berkhoffii str. Tweed	1094502
10636	Bartonella schoenbuchensis m07a	1094496
10637	Zonotrichia albicollis	44394
10638	Rickettsia prowazekii str. Cairo 3	1290430
10639	Burkholderia thailandensis MSMB121	1249661
10640	Archaeoglobus sulfaticallidus PM70-1	387631
10641	Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	527001
10642	Streptococcus cristatus AS 1.3089	1302863
10643	Streptomyces fulvissimus DSM 40593	1303692
10644	Bacillus atrophaeus UCMB-5137	1239783
10645	Bacillus subtilis PS216	1315975
10646	Acinetobacter sp. MDS7A	1209355
10647	Neisseria meningitidis NM115	1145183
10648	Neisseria meningitidis NM90	1145184
10649	Neisseria meningitidis NM3042	1145185
10650	Neisseria meningitidis 69155	1145119
10651	Neisseria meningitidis 69176	1145120
10652	Neisseria meningitidis 70021	1145121
10653	Neisseria meningitidis 2000080	1145122
10654	Neisseria meningitidis 96060	1145123
10655	Neisseria meningitidis 94018	1145124
10656	Neisseria meningitidis 75643	1145125
10657	Neisseria meningitidis 75689	1145126
10658	Neisseria meningitidis 69100	1145127
10659	Neisseria meningitidis 63023	1145129
10660	Neisseria meningitidis 61106	1145130
10661	Neisseria meningitidis 70082	1145131
10662	Neisseria meningitidis 65012	1145132
10663	Neisseria meningitidis 64182	1145133
10664	Neisseria meningitidis 97027	1145134
10665	Neisseria meningitidis 96024	1145135
10666	Neisseria meningitidis 97008	1145136
10667	Neisseria meningitidis 98005	1145137
10668	Neisseria meningitidis 2004085	1145138
10669	Neisseria meningitidis 2000063	1145140
10670	Neisseria meningitidis 2002007	1145141
10671	Neisseria meningitidis NM604	1145142
10672	Neisseria meningitidis NM606	1145143
10673	Neisseria meningitidis NM607	1145144
10674	Neisseria meningitidis NM133	1145145
10675	Neisseria meningitidis NM3222	1145186
10676	Neisseria meningitidis NM3131	1145187
10677	Neisseria meningitidis NM3144	1145188
10678	Neisseria meningitidis NM3158	1145189
10679	Neisseria meningitidis NM3164	1145190
10680	Neisseria meningitidis NM51	1145192
10681	Neisseria meningitidis NM43	1145150
10682	Neisseria meningitidis NM1495	1145156
10683	Neisseria meningitidis 73696	1145157
10684	Neisseria meningitidis 73704	1145158
10685	Neisseria meningitidis 81858	1145159
10686	Neisseria meningitidis 2002020	1145160
10687	Neisseria meningitidis NM477	1145161
10688	Neisseria meningitidis M13265	1145162
10689	Neisseria meningitidis NM3147	1145163
10690	Neisseria meningitidis 2001072	1145164
10691	Neisseria meningitidis 2001073	1145165
10692	Neisseria meningitidis 2000081	1145166
10693	Neisseria meningitidis 2001001	1145167
10694	Neisseria meningitidis 2004032	1145168
10695	Neisseria meningitidis 2001213	1145169
10696	Neisseria meningitidis 2004264	1145170
10697	Neisseria meningitidis 2000175	1145171
10698	Neisseria meningitidis 2005079	1145172
10699	Neisseria meningitidis 2005040	1145174
10700	Neisseria meningitidis 2002004	1145175
10701	Neisseria meningitidis 2005172	1145179
10702	Neisseria meningitidis 2008223	1145180
10703	Neisseria meningitidis 2003051	1145181
10704	Neisseria meningitidis NM271	1145182
10705	Neisseria meningitidis NM82	1145151
10706	Neisseria meningitidis NM94	1145152
10707	Neisseria meningitidis NM313	1145154
10708	Neisseria meningitidis NM95	1145153
10709	Neisseria meningitidis NM80	1145193
10710	Neisseria meningitidis NM165	1145194
10711	Neisseria meningitidis NM3223	1145195
10712	Neisseria meningitidis NM23	1145146
10713	Neisseria meningitidis NM32	1145147
10714	Neisseria meningitidis NM35	1145148
10715	Neisseria meningitidis NM36	1145149
10716	Bacillus thuringiensis T01-328	1324966
10717	Treponema pallidum str. Fribourg-Blanc	1155775
10718	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	1217420
10719	Vibrio cholerae CP1110	1233524
10720	Vibrio cholerae CP1115	1235473
10721	Vibrio cholerae CP1111	1235443
10722	Vibrio cholerae CP1112	1235444
10723	Vibrio cholerae CP1113	1235454
10724	Vibrio cholerae CP1114	1235456
10725	Vibrio cholerae CP1117	1235442
10726	Vibrio cholerae CP1116	1294275
10727	Mycoplasma pneumoniae 19294	1213463
10728	Caldisalinibacter kiritimatiensis	1304284
10729	Escherichia coli HM65	1308983
10730	Escherichia coli HM26	1308540
10731	Escherichia coli HM27	1308981
10732	Escherichia coli HM46	1308982
10733	Escherichia coli HM69	1308984
10734	Fonticula alba	691883
10735	Lactobacillus casei LcY	1321951
10736	Aeromonas molluscorum 848	1268236
10737	Amycolatopsis vancoresmycina DSM 44592	1292037
10738	Citrobacter freundii GTC 09629	1297584
10739	Holospora undulata HU1	1321371
10740	Salmonella enterica subsp. enterica serovar Agona str. 01.O.05	1265673
10741	Salmonella enterica subsp. enterica serovar Agona str. 02.O.05	1265665
10742	Salmonella enterica subsp. enterica serovar Agona str. 03.O.05	1265636
10743	Salmonella enterica subsp. enterica serovar Agona str. 04.O.05	1265657
10744	Salmonella enterica subsp. enterica serovar Agona str. 05.O.06	1265678
10745	Salmonella enterica subsp. enterica serovar Agona str. 06.O.05	1265642
10746	Salmonella enterica subsp. enterica serovar Agona str. 07.O.05	1265611
10747	Salmonella enterica subsp. enterica serovar Agona str. 08.A.05	1265637
10748	Salmonella enterica subsp. enterica serovar Agona str. 09.F.08	1265658
10749	Salmonella enterica subsp. enterica serovar Agona str. 10.A.05	1265679
10750	Salmonella enterica subsp. enterica serovar Agona str. 11.A.05	1265643
10751	Salmonella enterica subsp. enterica serovar Agona str. 12.A.06	1265612
10752	Salmonella enterica subsp. enterica serovar Agona str. 13.E.05	1265638
10753	Salmonella enterica subsp. enterica serovar Agona str. 14.E.05	1265659
10754	Salmonella enterica subsp. enterica serovar Agona str. 15.H.03	1265680
10755	Salmonella enterica subsp. enterica serovar Agona str. 17.H.06	1265613
10756	Salmonella enterica subsp. enterica serovar Agona str. 18.H.07	1265644
10757	Salmonella enterica subsp. enterica serovar Agona str. 19.F.03	1265668
10758	Salmonella enterica subsp. enterica serovar Agona str. 20.H.06	1265614
10759	Salmonella enterica subsp. enterica serovar Agona str. 21.H.10	1265650
10760	Salmonella enterica subsp. enterica serovar Agona str. 22.H.04	1265618
10761	Salmonella enterica subsp. enterica serovar Agona str. 23.F.01	1265639
10762	Salmonella enterica subsp. enterica serovar Agona str. 24.H.04	1265660
10763	Salmonella enterica subsp. enterica serovar Agona str. 26.F.98	1265681
10764	Salmonella enterica subsp. enterica serovar Agona str. 27.O.98	1265645
10765	Salmonella enterica subsp. enterica serovar Agona str. 28.O.08	1265615
10766	Salmonella enterica subsp. enterica serovar Agona str. 29.O.08	1265640
10767	Salmonella enterica subsp. enterica serovar Agona str. 30.H.04	1265661
10768	Salmonella enterica subsp. enterica serovar Agona str. 31.H.09	1265682
10769	Salmonella enterica subsp. enterica serovar Agona str. 32.A.00	1265646
10770	Salmonella enterica subsp. enterica serovar Agona str. 33.A.05	1265616
10771	Salmonella enterica subsp. enterica serovar Agona str. 34.H.09	1265641
10772	Salmonella enterica subsp. enterica serovar Agona str. 35.H.08	1265669
10773	Salmonella enterica subsp. enterica serovar Agona str. 36.H.00	1265617
10774	Salmonella enterica subsp. enterica serovar Agona str. 37.F.02	1265651
10775	Salmonella enterica subsp. enterica serovar Agona str. 38.O.03	1265621
10776	Salmonella enterica subsp. enterica serovar Agona str. 39.O.03	1265647
10777	Salmonella enterica subsp. enterica serovar Agona str. 41.E.09	1265652
10778	Salmonella enterica subsp. enterica serovar Agona str. 40.E.08	1265622
10779	Salmonella enterica subsp. enterica serovar Agona str. 42.E.09	1265648
10780	Salmonella enterica subsp. enterica serovar Agona str. 43.E.09	1265670
10781	Salmonella enterica subsp. enterica serovar Agona str. 44.E.09	1265624
10782	Salmonella enterica subsp. enterica serovar Agona str. 45.E.09	1265653
10783	Salmonella enterica subsp. enterica serovar Agona str. 46.E.09	1265623
10784	Salmonella enterica subsp. enterica serovar Agona str. 48.E.08	1265675
10785	Salmonella enterica subsp. enterica serovar Agona str. 49.E.09	1265625
10786	Salmonella enterica subsp. enterica serovar Agona str. 50.E.08	1265662
10787	Salmonella enterica subsp. enterica serovar Agona str. 51.E.09	1265628
10788	Salmonella enterica subsp. enterica serovar Agona str. 52.F.08	1265655
10789	Salmonella enterica subsp. enterica serovar Agona str. 53.F.08	1265676
10790	Salmonella enterica subsp. enterica serovar Agona str. 54.O.08	1265626
10791	Salmonella enterica subsp. enterica serovar Agona str. 55.U.08	1265663
10792	Salmonella enterica subsp. enterica serovar Agona str. 56.O.08	1265629
10793	Salmonella enterica subsp. enterica serovar Agona str. 57.A.08	1265656
10794	Salmonella enterica subsp. enterica serovar Agona str. 58.E.08	1265677
10795	Salmonella enterica subsp. enterica serovar Agona str. 59.F.08	1265631
10796	Salmonella enterica subsp. enterica serovar Agona str. 60.O.08	1265664
10797	Salmonella enterica subsp. enterica serovar Agona str. 61.O.08	1265630
10798	Salmonella enterica subsp. enterica serovar Agona str. 62.H.72	1265666
10799	Salmonella enterica subsp. enterica serovar Agona str. 63.H.87	1265619
10800	Salmonella enterica subsp. enterica serovar Agona str. 64.H.00	1265632
10801	Salmonella enterica subsp. enterica serovar Agona str. 65.H.72	1265671
10802	Salmonella enterica subsp. enterica serovar Agona str. 66.F.99	1265634
10803	Salmonella enterica subsp. enterica serovar Agona str. 67.H.09	1265667
10804	Salmonella enterica subsp. enterica serovar Agona str. 68.U.05	1265620
10805	Salmonella enterica subsp. enterica serovar Agona str. 69.H.06	1265633
10806	Salmonella enterica subsp. enterica serovar Agona str. 70.E.05	1265672
10807	Salmonella enterica subsp. enterica serovar Agona str. 71.E.05	1265635
10808	Salmonella enterica subsp. enterica serovar Agona str. 72.A.52	1265674
10809	Salmonella enterica subsp. enterica serovar Agona str. 73.H.09	1265627
10810	Xenorhabdus nematophila F1	1306162
10811	Clostridium pasteurianum BC1	86416
10812	Lactobacillus acidophilus La-14	1314884
10813	Rhodococcus rhodnii LMG 5362	1273125
10814	Pectobacterium atrosepticum CFBP 6276	1289594
10815	Cupriavidus sp. GA3-3	1229514
10816	Pandoraea sp. SD6-2	1286093
10817	Mycobacterium tuberculosis EAI5/NITR206	1310115
10818	Actinoplanes sp. N902-109	649831
10819	Nocardioides sp. CF8	110319
10820	Pseudomonas putida LF54	1299319
10821	Gordonia terrae C-6	1316928
10822	Mycobacterium avium subsp. paratuberculosis MAP4	1199187
10823	Aliivibrio logei ATCC 35077	1269941
10824	Vibrio gazogenes ATCC 43941	1269943
10825	Lunatimonas lonarensis	1232681
10826	Staphylococcus aureus subsp. aureus 06BA18369	1216363
10827	Streptococcus pyogenes 06BA18369	1210041
10828	Streptococcus suis TL13	1276647
10830	Anoplophora glabripennis	217634
10831	Nicotiana tomentosiformis	4098
10832	Enterococcus faecium EnGen0006	1138893
